facilityName,Division,LOCATION,County,Constituency,facilityType,Agency,Lat,Lng
NJEGAS DISP,MWEA,MUTITHI,KIRINYAGA,GICHUGU,4,MOH,-0.70913,37.2924
THIBA DISP,MWEA,THIBA,KIRINYAGA,GICHUGU,4,MOH,-0.70457,37.3327
GIKOE DISP,KIGUMO,KINYONA,MURANG'A,MATHIOYA,4,MOH,-0.761775,36.9013
KAGUMOINI DISP,KANDARA,GAICHANJIRU,MURANG'A,MATHIOYA,4,MOH,-0.891818,37.080265
KAGUTHI DISP,KANDARA,ITHIRU,MURANG'A,MATHIOYA,4,MOH,-0.881234,36.96123
KAMAHUHA DISP,MAKUYU,KAMAHUHA,MURANG'A,MATHIOYA,4,MOH,-0.84289,37.17814
KAMBITI DISP,MAKUYU,KAMBITI,MURANG'A,MATHIOYA,4,MOH,-0.812354,37.25123
KANDERENDU DISP,KIGUMO,KANGARI,MURANG'A,MATHIOYA,4,MOH,-0.781589,36.797738
KANGARI DISP,KIGUMO,KANGARI,MURANG'A,MATHIOYA,4,MOH,-0.781234,36.851234
KARITI DISP,KANDARA,KAGUNDUINI,MURANG'A,MATHIOYA,4,MOH,-0.86633,37.01707
KARIUA DISP,KANDARA,RUCHU,MURANG'A,MATHIOYA,4,MOH,-0.83194,36.97549
MARANJAU GK PRISON DISP,MAKUYU,KAMBITI,MURANG'A,MATHIOYA,4,MOH,-0.803599,37.209983
MUGUMOINI DISP,MARAGUA,KAHUMBU,MURANG'A,MATHIOYA,4,MOH,-0.84768,37.0772
MURUKA DISP,KANDARA,MURUKA,MURANG'A,MATHIOYA,4,MOH,-0.92799,37.05976
MUTHERU DISP,KANDARA,RUCHU,MURANG'A,MATHIOYA,4,MOH,-0.817568,36.951802
MUTHITHI DISP,MARAGUA,ICHAGAKI,MURANG'A,MATHIOYA,4,MOH,-0.801467,37.044121
NAARO DISP,KANDARA,MURUKA,MURANG'A,MATHIOYA,4,MOH,-0.93433,37.0322
NGURUWENI DISP,KANDARA,GAICHANJIRU,MURANG'A,MATHIOYA,4,MOH,-0.87088,37.0593
GACHARAGENI DISP,MATHIOYA,NJUMBI,MURANG'A,MATHIOYA,4,MOH,-0.61184,36.8478
GAKURWE DISP,KIHARU,GATURI,MURANG'A,MATHIOYA,4,MOH,-0.627688,37.0161
GATANGARA DISP,KANGEMA,KANYENYAINI,MURANG'A,MATHIOYA,4,MOH,-0.7,36.93
GATARA DISP,KANGEMA,KIRURI,MURANG'A,MATHIOYA,4,MOH,-0.72,36.86
GATHAITHI DISP,KAHURO,MURARANDIA,MURANG'A,MATHIOYA,4,MOH,-0.740291,36.8923
GATHERU DISP,KAHURO,KAHUHIA,MURANG'A,MATHIOYA,4,MOH,-0.728944,37.0632
GIKUI DISP,KANGEMA,IYEGO,MURANG'A,MATHIOYA,4,MOH,-0.676591,37.014
GITARO DISP,KAHURO,MUGOIRI,MURANG'A,MATHIOYA,4,MOH,-0.74295,37.07393
GITUGI DISP,MATHIOYA,GITUGI,MURANG'A,MATHIOYA,4,MOH,-0.655967,37.0255
ICHICHI DISP,KANGEMA,KIRURI,MURANG'A,MATHIOYA,4,MOH,-0.704469,36.8387
IRURI DISP,MATHIOYA,KAMACHARIA,MURANG'A,MATHIOYA,4,MOH,-0.596847,37.028378
KAGUMOINI DISP,MATHIOYA,KIRU,MURANG'A,MATHIOYA,4,MOH,-0.620072,36.9821
KAIRO DISP,MATHIOYA,KIRU,MURANG'A,MATHIOYA,4,MOH,-0.610663,36.8629
KAMBIRWA DISP,KIHARU,GIKINDU,MURANG'A,MATHIOYA,4,MOH,-0.741239,37.1921
KANJAMA DISP,MATHIOYA,KIRU,MURANG'A,MATHIOYA,4,MOH,-0.619082,36.9522
KANYENYAINI DISP,KANGEMA,KANYENYAINI,MURANG'A,MATHIOYA,4,MOH,-0.686016,36.8829
KIAMARA DISP,KANGEMA,IYEGO,MURANG'A,MATHIOYA,4,MOH,-0.697581,37.0636
KIANGOCHI DISP,KIHARU,MBIRI,MURANG'A,MATHIOYA,4,MOH,-0.760811,37.118469
KIBUTHA DISP,KANGEMA,KANYENYAINI,MURANG'A,MATHIOYA,4,MOH,-0.698198,36.91892
KIGETUINI DISP,KIHARU,GATURI,MURANG'A,MATHIOYA,4,MOH,-0.673212,37.162341
KIHOYA DISP,MATHIOYA,RWATHIA,MURANG'A,MATHIOYA,4,MOH,-0.648649,36.88874
KIRIA DISP,KAHURO,MUGOIRI,MURANG'A,MATHIOYA,4,MOH,-0.767812,37.0672
KIRIAINI DISP,MATHIOYA,KIRU,MURANG'A,MATHIOYA,4,MOH,-0.59941,36.95155
MURARANDIA DISP,KAHURO,MURARANDIA,MURANG'A,MATHIOYA,4,MOH,-0.718632,36.8958
NYAKIANGA DISP,MATHIOYA,NJUMBI,MURANG'A,MATHIOYA,4,MOH,-0.63943,36.95746
RWATHIA DISP,MATHIOYA,RWATHIA,MURANG'A,MATHIOYA,4,MOH,-0.659602,36.9328
WAHUNDURA DISP,MATHIOYA,KAMACHARIA,MURANG'A,MATHIOYA,4,MOH,-0.591234,36.98123
WANJENGI DISP,KAHURO,WEITHAGA,MURANG'A,MATHIOYA,4,MOH,-0.724185,37.0117
WANJERERE DISP,MATHIOYA,RWATHIA,MURANG'A,MATHIOYA,4,MOH,-0.651234,36.84123
BAARI DISP,NDARAGWA,LESHAU,NYANDARUA,KIPIPIRI,4,MOH,-0.002742,36.4433
BAMBOO DISP,SOUTH KINANGOP,MAGUMU,NYANDARUA,KIPIPIRI,4,MOH,-0.833952,36.5714
GETA BUSH DISP,KIPIPIRI,WANJOHI,NYANDARUA,KIPIPIRI,4,MOH,-0.35786,36.5604
GETA FOREST DISP,NORTH KINANGOP,NORTH KINANGOP,NYANDARUA,KIPIPIRI,4,MOH,-0.486639,36.628
HENI DISP,SOUTH KINANGOP,MAGUMU,NYANDARUA,KIPIPIRI,4,MOH,-0.801432,36.5669
KAHEMBE DISP,NDARAGWA,MATHINGIRA,NYANDARUA,KIPIPIRI,4,MOH,0.039534,36.4771
KAIMBAGA DISP,OL KALOU,RURII,NYANDARUA,KIPIPIRI,4,MOH,-0.210357,36.419674
KENTON GITWE DISP,SOUTH KINANGOP,MAGUMU,NYANDARUA,KIPIPIRI,4,MOH,-0.882732,36.5649
KIRIMA DISP,NDARAGWA,SHAMATA,NYANDARUA,KIPIPIRI,4,MOH,-0.186805,36.4765
MAINA VILLAGE DISP,NDARAGWA,KIRIITA,NYANDARUA,KIPIPIRI,4,MOH,0.062321,36.432321
MANUNGA DISP,KIPIPIRI,WANJOHI,NYANDARUA,KIPIPIRI,4,MOH,-0.35786,36.4953
MAWINGU DISP,OL KALOU,OL KALOU,NYANDARUA,KIPIPIRI,4,MOH,-0.34225,36.3223
MURUNGARU DISP,NORTH KINANGOP,ENGINEER,NYANDARUA,KIPIPIRI,4,MOH,-0.605662,36.4882
MUTARAKWA DISP,NORTH KINANGOP,NORTH KINANGOP,NYANDARUA,KIPIPIRI,4,MOH,-0.565601,36.6279
NANDARASI DISP,NORTH KINANGOP,NORTH KINANGOP,NYANDARUA,KIPIPIRI,4,MOH,-0.525748,36.61817
NDEMI DISP,KIPIPIRI,MALEWA,NYANDARUA,KIPIPIRI,4,MOH,-0.338998,36.4413
NEW MAWINGO DISP,OL KALOU,OL KALOU,NYANDARUA,KIPIPIRI,4,MOH,-0.312321,36.332321
NEW TUMAINI DISP,OL KALOU,TUMAINI,NYANDARUA,KIPIPIRI,4,MOH,-0.342321,36.292321
NGORIKA DISP,OL KALOU,NGORIKA,NYANDARUA,KIPIPIRI,4,MOH,-0.313633,36.23
NYS TUMAINI DISP,OL KALOU,TUMAINI,NYANDARUA,KIPIPIRI,4,MOH,-0.283714,36.269
OL'BOROSAT DISP,OL JORO OROK,GATANJE,NYANDARUA,KIPIPIRI,4,MOH,-0.046969,36.3483
OLD MAWINGO DISP,KIPIPIRI,KIPIPIRI,NYANDARUA,KIPIPIRI,4,MOH,-0.405989,36.5213
PESI DISP,NDARAGWA,SHAMATA,NYANDARUA,KIPIPIRI,4,MOH,-0.123716,36.5792
SHAMATA DISP,NATIONAL PARK,NATIONAL PARK,NYANDARUA,KIPIPIRI,4,MOH,-0.248593,36.5649
SILIBWET DISP,OL JORO OROK,GATANJE,NYANDARUA,KIPIPIRI,4,MOH,-0.043717,36.2833
SUBUKU DISP,NDARAGWA,KANYAGIA,NYANDARUA,KIPIPIRI,4,MOH,-0.0977,36.4621
TUMAINI DISP,OL KALOU,TUMAINI,NYANDARUA,KIPIPIRI,4,MOH,-0.271357,36.2638
TURASHA DISP,KIPIPIRI,LERESHWA,NYANDARUA,KIPIPIRI,4,MOH,-0.447615,36.4426
URUKU DISP,NDARAGWA,KAHUTHA,NYANDARUA,KIPIPIRI,4,MOH,0.03238,36.5779
WERU DISP,SOUTH KINANGOP,NJABINI,NYANDARUA,KIPIPIRI,4,MOH,-0.681759,36.5747
AGUTHI DISP,TETU,AGUTHI,NYERI,KIENI,4,MOH,-0.501352,37.020721
AMBONI DISP,KIENI WEST,MWEIGA,NYERI,KIENI,4,MOH,-0.331019,36.874537
BELLEVUE SUB HEALTH CENTRE,KIENI WEST,GATARAKWA,NYERI,KIENI,4,MOH,-0.221133,36.781122
BURGURET DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.111224,37
CHEHE DISP,MATHIRA,IRIA-INI,NYERI,KIENI,4,MOH,-0.440991,37.173874
EMBARINGO DISP,KIENI WEST,GATARAKWA,NYERI,KIENI,4,MOH,-0.281144,36.682213
GACHIKA DISP,MUNICIPALITY,KIGANJO,NYERI,KIENI,4,MOH,-0.429054,37.026577
GAKAWA DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.041123,37.08
GATEI DISP,MATHIRA,MAGUTU,NYERI,KIENI,4,MOH,-0.399909,37.148198
GATHIURU DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.07432,37.031124
GATITU DISP,TETU,GAAKI,NYERI,KIENI,4,MOH,-0.457437,36.9919
GATONDO DISP,MATHIRA,IRIA-INI,NYERI,KIENI,4,MOH,-0.43333,37.16667
GIATHENGE DISP,OTHAYA,KARIMA,NYERI,KIENI,4,MOH,-0.532145,36.975528
GITUGI DISP,OTHAYA,MAHIGA,NYERI,KIENI,4,MOH,-0.517025,36.8629
GUMBA DISP,MUKURWE-INI,RUTUNE,NYERI,KIENI,4,MOH,-0.619394,37.125226
HOMBE DISP,MATHIRA,RUGURU,NYERI,KIENI,4,MOH,-0.354505,37.08784
HOMEBASED DISP,MATHIRA,KARATINA,NYERI,KIENI,4,MOH,-0.47851,37.12657
ICHAMARA DISP,MUKURWE-INI,GITHI,NYERI,KIENI,4,MOH,-0.54258,37.07877
IHURIRIO DISP,OTHAYA,IRIA-INI,NYERI,KIENI,4,MOH,-0.554411,36.883322
IHURURU DISP,TETU,MAHOYA,NYERI,KIENI,4,MOH,-0.412186,36.8907
ISLAND FARM DISP,KIENI EAST,NAROMORU,NYERI,KIENI,4,MOH,-0.21134,37.061123
ITIATI DISP,MATHIRA,KONYU,NYERI,KIENI,4,MOH,-0.40991,37.107207
ITUNDU DISP,MATHIRA,IRIA-INI,NYERI,KIENI,4,MOH,-0.406532,37.18378
KABAGE DISP,TETU,MAHOYA,NYERI,KIENI,4,MOH,-0.402778,36.8239
KAGERE DISP,OTHAYA,MAHIGA,NYERI,KIENI,4,MOH,-0.516129,36.9261
MALALANI DISP,MWITIKA,,,,4,MOH,0.00E+00,0.00E+00
KAGICHA DISP,OTHAYA,CHINGA,NYERI,KIENI,4,MOH,-0.600901,36.902253
KAHURURA DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.052703,37.114415
KAIRUTHI DISP,OTHAYA,IRIA-INI,NYERI,KIENI,4,MOH,-0.532433,36.882433
KAMBURAINI DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.052703,37.114415
KARABA DISP,MUKURWE-INI,GIKONDI,NYERI,KIENI,4,MOH,-0.628829,37.103604
KAREMENO DISP,KIENI WEST,MUGUNDA,NYERI,KIENI,4,MOH,-0.12324,36.781123
KIAGUTHU DISP,OTHAYA,CHINGA,NYERI,KIENI,4,MOH,-0.590991,36.946396
KIAMUYA DISP,OTHAYA,CHINGA,NYERI,KIENI,4,MOH,-0.576577,36.935586
KIANDONGORO DISP,TETU,TETU,NYERI,KIENI,4,MOH,-0.451351,36.83784
KIGANJO MARKET DISP,MUNICIPALITY,KIGANJO,NYERI,KIENI,4,MOH,-0.37923,37.00315
KIHUYO DISP,MUNICIPALITY,MUKARO,NYERI,KIENI,4,MOH,-0.381122,36.911123
KIRURUMI DISP,TETU,TETU,NYERI,KIENI,4,MOH,-0.435484,36.8544
MERE DISP,KIENI EAST,KIAMATHAGE,NYERI,KIENI,4,MOH,-0.131124,37.04213
MIHUTI DISP,MUKURWE-INI,GIATHUGU,NYERI,KIENI,4,MOH,-0.565766,37.07748
MUGUNDA DISP,KIENI WEST,ENDARASHA,NYERI,KIENI,4,MOH,-0.30123,36.71123
MURERU DISP,KIENI EAST,GAKAWA,NYERI,KIENI,4,MOH,-0.123874,37.02793
MUTHUTHI-INI DISP,MUKURWE-INI,GIKONDI,NYERI,KIENI,4,MOH,-0.593694,37.053153
MWERU DISPENSARY,MUKURWE-INI,GIATHUGU,NYERI,KIENI,4,MOH,-0.602321,37.10231
NAIROBI DISP,KIENI EAST,THIGU,NYERI,KIENI,4,MOH,-0.317568,37.01082
NDATHI DISP,KIENI EAST,KABARU,NYERI,KIENI,4,MOH,-0.301354,37.11982
NDIMAINI DISP,MATHIRA,KONYU,NYERI,KIENI,4,MOH,-0.522523,37.137387
NDUGAMANO DISP,TETU,THEGENGE,NYERI,KIENI,4,MOH,-0.489695,36.8858
NJOGUINI DISP,TETU,MAHOYA,NYERI,KIENI,4,MOH,-0.40045,36.863964
NJOKI DISP,MUKURWE-INI,GAKINDU,NYERI,KIENI,4,MOH,-0.571122,36.992255
RAGATI DISP,MATHIRA,MAGUTU,NYERI,KIENI,4,MOH,-0.461712,37.13176
RURUGUTI DISP,OTHAYA,IRIA-INI,NYERI,KIENI,4,MOH,-0.568548,36.8974
SOUTH TETU DISP,MUKURWE-INI,GIKONDI,NYERI,KIENI,4,MOH,-0.58243,37.006306
TAMBAYA DISP,MUKURWE-INI,GAKINDU,NYERI,KIENI,4,MOH,-0.526577,37.017117
THANGATHI DISP,MUKURWE-INI,RUTUNE,NYERI,KIENI,4,MOH,-0.604505,37.153604
UNJIRU DISP,TETU,KARUNDU,NYERI,KIENI,4,MOH,-0.49213,36.97123
WANDUMBI DISP,TETU,TETU,NYERI,KIENI,4,MOH,-0.46819,36.8876
WATUKA DISP,KIENI WEST,GATARAKWA,NYERI,KIENI,4,MOH,-0.27412,36.75123
WENDIGA DISP,KIENI WEST,ENDARASHA,NYERI,KIENI,4,MOH,-0.291235,36.80123
WITIMA DISP,OTHAYA,KARIMA,NYERI,KIENI,4,MOH,-0.545046,36.982883
ZAINA DISP,OTHAYA,KARIMA,NYERI,KIENI,4,MOH,-0.548387,36.9785
GACHEGE DISP,KAMWANGI,GITHOBOKONI,KIAMBU,GATUNDU NORTH,4,MOH,-0.903212,36.802321
GACIIKA DISP,GATUNDU,KIGANJO,KIAMBU,GATUNDU NORTH,4,MOH,-0.972523,36.77253
GATANGA DISP,GATANGA,KIHUMBUINI,MURANG'A,MATHIOYA,4,MOH,-0.93125,36.96123
GATUNYU DISP,GATANGA,GATANGA,MURANG'A,MATHIOYA,4,MOH,-0.962413,36.99231
GIATHANINI DISP,KAKUZI,ITHANGA,MACHAKOS,YATTA,4,MOH,-0.94231,37.322321
GITARE DISP,KAMWANGI,CHANIA,KIAMBU,GATUNDU NORTH,4,MOH,-0.942312,36.892321
GITHURAI DISP,RUIRU,RUIRU,KIAMBU,GATUNDU NORTH,4,MOH,-1.17885,37.0116
ITHANGA DISP,KAKUZI,ITHANGA,MURANG'A,MATHIOYA,4,MOH,-0.991596,37.3513
ITURAMIRA DISP,GATUNDU,KIGANJO,KIAMBU,GATUNDU NORTH,4,MOH,-0.957674,36.7913
JUJA FARM DISP,RUIRU,JUJA,KIAMBU,GATUNDU NORTH,4,MOH,-1.03231,36.992321
KAMUNYAKA DISP,KAMWANGI,GITHOBOKONI,KIAMBU,GATUNDU NORTH,4,MOH,-0.897066,36.7972
KIARUTARA DISP,KAMWANGI,GITUAMBA,MURANG'A,MATHIOYA,4,MOH,-0.856359,36.8085
KIGORO DISP,GATANGA,KIGORO,MURANG'A,MATHIOYA,4,MOH,-0.853214,36.892312
KIHUMBUINI DISP,GATANGA,KIHUMBUINI,MURANG'A,MATHIOYA,4,MOH,-0.922312,36.973212
KIMAKIA FOREST DISP,GATANGA,KARIARA,MURANG'A,MATHIOYA,4,MOH,-0.771423,36.763212
KIUNYU DISP,GATANGA,KIHUMBUINI,MURANG'A,MATHIOYA,4,MOH,-0.944557,37.0107
MATAARA DISP,KAMWANGI,GITUAMBA,KIAMBU,GATUNDU NORTH,4,MOH,-0.881236,36.8076
MBICHI DISP,KAMWANGI,GITHOBOKONI,KIAMBU,GATUNDU NORTH,4,MOH,-0.97027,36.895946
MITUMBIRI DISP,KAKUZI,MITUMBIRI,MURANG'A,MATHIOYA,4,MOH,-1.012321,37.082312
MUKARARA DISP,GATANGA,KIHUMBUINI,MURANG'A,MATHIOYA,4,MOH,-0.928727,36.9618
MUKURWE DISP,GATANGA,KIHUMBUINI,MURANG'A,MATHIOYA,4,MOH,-0.902312,36.96321
MUNYUINI DISP,GATUNDU,NDARUGU,KIAMBU,GATUNDU NORTH,4,MOH,-0.932312,36.782312
NDAKAINI DISP,GATANGA,KIGORO,MURANG'A,MATHIOYA,4,MOH,-0.806607,36.8085
NDARUGU DISP,KAMWANGI,GITHOBOKONI,KIAMBU,GATUNDU NORTH,4,MOH,-0.929631,36.8234
NDUNDU DISPENSARY,GATUNDU,KIGANJO,KIAMBU,GATUNDU NORTH,4,MOH,-0.962196,36.785
NGELELYA DISP,KAKUZI,ITHANGA,MURANG'A,MATHIOYA,4,MOH,-1.01964,37.3825
NYS YATTA DISP,MUNICIPALITY,GATUANYAGA,KIAMBU,GATUNDU NORTH,4,MOH,-1.041232,37.263212
BOMANI DISP,KIKAMBALA,MTWAPA,KILIFI,KALOLENI,4,MOH,-3.88427,39.749401
BWAGAMOYO DISP,KALOLENI,RIBE,KILIFI,KALOLENI,4,MOH,-3.92021,39.64452
CHASIMBA/MWELE DISP,CHONYI,CHASIMBA,KILIFI,KALOLENI,4,MOH,-3.73492,39.699951
DIDA DISP,VITENGENI,SOKOKE,KILIFI,KALOLENI,4,MOH,-3.42881,39.805408
GANZE DISP,GANZE,GANZE,KILIFI,KALOLENI,4,MOH,-3.54244,39.671959
GOTANI DISP,KALOLENI,KAYAFUNGO,KILIFI,KALOLENI,4,MOH,-3.78647,39.540619
JARIBUNI DISP,GANZE,KAUMA,KILIFI,KALOLENI,4,MOH,-3.63261,39.742729
JUNJU DISP,KIKAMBALA,JUNJU,KILIFI,KALOLENI,4,MOH,-3.82987,39.761131
KINARANI DISP,KALOLENI,MWANAMWINGA,KILIFI,KALOLENI,4,MOH,-3.729553,39.579223
KOMBENI DISP,KALOLENI,MWAWESA,KILIFI,KALOLENI,4,MOH,-3.91277,39.58707
LENGA DISP,KALOLENI,KAMBE,KILIFI,KALOLENI,4,MOH,-3.8669,39.661819
MATSANGONI DISP,BAHARI,MATSANGONI,KILIFI,KALOLENI,4,MOH,-3.3904,39.928551
MGAMBONI DISP,KALOLENI,JIBANA,KILIFI,KALOLENI,4,MOH,-3.84524,39.663441
MTWAPA DISP,KIKAMBALA,MTWAPA,KILIFI,KALOLENI,4,MOH,-3.91792,39.738239
MURYACHWAKE DISP,VITENGENI,MRIMA WA NDEGE,KILIFI,KALOLENI,4,MOH,-3.28851,39.576759
NGERENYA DISP,BAHARI,NGERENYA,KILIFI,KALOLENI,4,MOH,-3.51353,39.862282
PINGILIKANI DISP,CHONYI,BANDA RA SALAMA,KILIFI,KALOLENI,4,MOH,-3.77444,39.773449
RIBE DISP,KALOLENI,RIBE,KILIFI,KALOLENI,4,MOH,-3.8854,39.63147
TAKAUNGU DISP,KIKAMBALA,TAKAUNGU MAVUENI,KILIFI,KALOLENI,4,MOH,-3.68278,39.8592
TSANGATSINI DISP,KALOLENI,TSANGATSINI,KILIFI,KALOLENI,4,MOH,-3.71439,39.44978
VITENGENI DISP,VITENGENI,VITENGENI,KILIFI,KALOLENI,4,MOH,-3.35909,39.707989
BOFU DISP,KINANGO,MTAA,KWALE,KINANGO,4,MOH,-3.98003,39.434
DIANI DISP,MSAMBWENI,DIANI,KWALE,KINANGO,4,MOH,-4.27433,39.5681
ESHU DISP,MSAMBWENI,MIVUMONI,KWALE,KINANGO,4,MOH,-4.41492,39.3469
KAFUDINI DISP,SAMBURU,MWATATE,KWALE,KINANGO,4,MOH,-3.90842,39.4982
KIBANDAONGO DISP,KINANGO,GANDINI,KWALE,KINANGO,4,MOH,-4.0449,39.3981
KIBUYUNI DISP,KUBO,MANGAWANI,KWALE,KINANGO,4,MOH,-4.39594,39.31
KILIMANGODO DISP,MSAMBWENI,MWERENI,KWALE,KINANGO,4,MOH,-4.35192,39.0764
KINANGONI DISP,SAMBURU,SAMBURU,KWALE,KINANGO,4,MOH,-3.86981,39.2324
LUKORE DISP,KUBO,LUKORE,KWALE,KINANGO,4,MOH,-4.35608,39.3157
LUNGA LUNGA DISP,MSAMBWENI,LUNGA LUNGA,KWALE,KINANGO,4,MOH,-4.55366,39.1206
LUTSANGANI DISP,SAMBURU,KASEMENI,KWALE,KINANGO,4,MOH,-3.95,39.5
MACKINON DISP,SAMBURU,MACKNNON RD,KWALE,KINANGO,4,MOH,-3.72904,39.0402
MAFISINI DISP,MSAMBWENI,MIVUMONI,KWALE,KINANGO,4,MOH,-4.44518,39.375
MAGODZONI DISP,MATUGA,TIWI,KWALE,KINANGO,4,MOH,-4.21096,39.5563
MAJIMOTO DISP,MSAMBWENI,DZOMBO,KWALE,KINANGO,4,MOH,-4.40447,39.2944
MAJORENI DISP,MSAMBWENI,PONGWE/KIDIMU,KWALE,KINANGO,4,MOH,-4.57561,39.2762
MAKAMINI DISP,SAMBURU,MAKAMINI,KWALE,KINANGO,4,MOH,-3.98457,39.2454
MAMBA DISP,MSAMBWENI,DZOMBO,KWALE,KINANGO,4,MOH,-4.45926,39.2438
MANDA DISP,SAMBURU,MWAVUMBO,KWALE,KINANGO,4,MOH,-3.88865,39.4334
MAZERAS DISP,SAMBURU,KASEMENI,KWALE,KINANGO,4,MOH,-3.96716,39.54152
MAZUMAALUME DISP,MATUGA,TSIMBA,KWALE,KINANGO,4,MOH,-4.24406,39.495
MBUANI DISP,MSAMBWENI,DIANI,KWALE,KINANGO,4,MOH,-4.29503,39.53
MKONGANI DISP,KUBO,MKONGANI,KWALE,KINANGO,4,MOH,-4.29071,39.2675
MKWIRO DISP,MSAMBWENI,PONGWE/KIDIMU,KWALE,KINANGO,4,MOH,-4.66227,39.3968
MNYENZENI DISP,SAMBURU,KASEMENI,KWALE,KINANGO,4,MOH,-3.98765,39.4868
MTAA DISP,KINANGO,MTAA,KWALE,KINANGO,4,MOH,-4.00308,39.3411
MUHAKA DISP,MSAMBWENI,KINONDO,KWALE,KINANGO,4,MOH,-4.34114,39.5141
MWALUPHAMBA DISP,KUBO,MWALUPHAMBA,KWALE,KINANGO,4,MOH,-4.22579,39.3663
MWALUVANGA DISP,KUBO,MWALUVANGA,KWALE,KINANGO,4,MOH,-4.379162,39.363895
MWAPALA DISP,KUBO,MAJIMBONI,KWALE,KINANGO,4,MOH,-4.34027,39.4527
NDAVAYA DISP,KINANGO,NDAVAYA,KWALE,KINANGO,4,MOH,-4.25718,39.167
NG'OMBENI DISP,MATUGA,NGOMBENI,KWALE,KINANGO,4,MOH,-4.128266,39.631603
SHIMONI DISP,MSAMBWENI,PONGWE/KIDIMU,KWALE,KINANGO,4,MOH,-4.645082,39.378825
SILALONI DISP,SAMBURU,CHENGONI,KWALE,KINANGO,4,MOH,-3.62041,39.2822
VIGURUNGANI DISP,KINANGO,VIGURUNGANI,KWALE,KINANGO,4,MOH,-4.04133,39.1633
VITSANGALAWENI DISP,MSAMBWENI,DZOMBO,KWALE,KINANGO,4,MOH,-4.48469,39.2142
VYONGWANI DISP,MATUGA,GOLINI,KWALE,KINANGO,4,MOH,-4.15284,39.4883
WAA DISP,MATUGA,WAA,KWALE,KINANGO,4,MOH,-4.1736,39.6026
WASINI DISP,MSAMBWENI,PONGWE/KIDIMU,KWALE,KINANGO,4,MOH,-4.65501,39.3629
HINDI MAGOGONI DISP,HINDI,HINDI MAGOGONI,LAMU,LAMU WEST,4,MOH,-2.17357,40.810619
HINDI PRISON DISP,HINDI,HINDI MAGOGONI,LAMU,LAMU WEST,4,MOH,-2.18,40.82
ICHUNDWA DISP,KIZINGITINI,MBWAJUMWALI,LAMU,LAMU WEST,4,MOH,-2.080138,41.123971
KIWAYU DISP,KIZINGITINI,NDAU,LAMU,LAMU WEST,4,MOH,-2.002129,41.276085
KIZINGITINI DISP,KIZINGITINI,MBWAJUMWALI,LAMU,LAMU WEST,4,MOH,-2.07302,41.1464
MANGAI DISP,KIUNGA,BASUBA,LAMU,LAMU WEST,4,MOH,-1.746,41.181
MATONDONI DISP,AMU,MATONDONI,LAMU,LAMU WEST,4,MOH,-2.29451,40.858402
MKOKONI DISP,KIUNGA,KIUNGA,LAMU,LAMU WEST,4,MOH,-1.896091,41.299752
MKUNUBI DISP,MPEKETONI,MKUNUMBI,LAMU,LAMU WEST,4,MOH,-2.29477,40.6761
MLANGUMU DISP,MPEKETONI,BAHARINI,LAMU,LAMU WEST,4,MOH,-2.42249,40.7218
N.Y.S DISP BARGONI,HINDI,HINDI MAGOGONI,LAMU,LAMU WEST,4,MOH,-2.01823,40.780399
NDAU DISP,KIZINGITINI,NDAU,LAMU,LAMU WEST,4,MOH,-2.011428,41.209608
PANDA NGUO DISP,WITU,WITU,LAMU,LAMU WEST,4,MOH,-2.203467,40.481233
PATTE DISP,FAZA,PATTE,LAMU,LAMU WEST,4,MOH,-2.119562,41.011852
SHELLA DISP,AMU,SHELLA MANDA,LAMU,LAMU WEST,4,MOH,-2.277881,40.949199
SIYU DISP,FAZA,SIYU,LAMU,LAMU WEST,4,MOH,-2.109339,41.08097
ADU DISP,MARAFA,ADU,KILIFI,KALOLENI,4,MOH,-2.8398,39.979912
BARICHO DISP,MARAFA,BUNGALE,KILIFI,KALOLENI,4,MOH,-3.10371,39.784611
CHAKAMA DISP,MALINDI,CHAKAMA,KILIFI,KALOLENI,4,MOH,-3.122,39.633499
DAGAMRA DISP,MARAFA,DAGAMRA,KILIFI,KALOLENI,4,MOH,-3.18239,39.936409
FUNDISA DISP,MAGARINI,FUNDISA,KILIFI,KALOLENI,4,MOH,-2.917646,40.093725
GARASHI DISP,MARAFA,GARASHI,KILIFI,KALOLENI,4,MOH,-3.13094,39.891178
GEDE DISP,MALINDI,WATAMU,KILIFI,KALOLENI,4,MOH,-3.284649,40.050652
GONGONI DISP,MAGARINI,GONGONI,KILIFI,KALOLENI,4,MOH,-3.03614,40.133381
KAKONENI DISP,MALINDI,JILORE,KILIFI,KALOLENI,4,MOH,-3.16443,39.86591
KAKUYUNI DISP,MALINDI,GOSHI,KILIFI,KALOLENI,4,MOH,-3.22065,40.001911
MAMBRUI DISP,MAGARINI,MAGARINI,KILIFI,KALOLENI,4,MOH,-3.11815,40.136879
MARERENI DISP,MAGARINI,FUNDISA,KILIFI,KALOLENI,4,MOH,-2.863,40.144611
